player_name,team_long_name,team_short_name,league,Age,height,weight,overall_rating,potential,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
Hedwiges Maduro,FC Groningen,GRO,Netherlands Eredivisie,31,187.96,185,74.48,77.88,56.16,55.44,73.88,77.96,57.12,57.8,41.52,52.12,69.36,71.36,50.76,45.04,43.28,67.24,60.4,72.88,56.4,64.68,86.64,52.76,71.92,79.92,56.56,64.84,66.16,70.76,76.88,70.92,10.88,11.8,25.52,16.48,16.48
Maxime Lestienne,PSV Eindhoven,PSV,Netherlands Eredivisie,24,175.26,139,70.52380952,78.33333333,67.33333333,67.61904762,44.0952381,67.33333333,62.52380952,74.33333333,69.14285714,63.61904762,63.71428571,69.23809524,80.95238095,79.23809524,80.14285714,71.52380952,73.28571429,62.33333333,69.95238095,77.23809524,44.04761905,65.85714286,66.04761905,33.76190476,62.61904762,65.28571429,57.80952381,27,31.38095238,35.52380952,8,15.42857143,17.14285714,12,8.571428571
Jesper Drost,FC Groningen,GRO,Netherlands Eredivisie,23,175.26,165,68.82352941,75.70588235,65.64705882,66.52941176,57.11764706,69.52941176,56.23529412,71.58823529,60,45.23529412,64.88235294,71.64705882,72.41176471,75.23529412,75,66,73.76470588,64.23529412,62.88235294,75.82352941,61.29411765,61.23529412,59.23529412,55.17647059,69.05882353,70.70588235,63.23529412,58.70588235,61.88235294,57.88235294,7.235294118,11.23529412,14.23529412,14.23529412,6.235294118
Jeffrey Bruma,PSV Eindhoven,PSV,Netherlands Eredivisie,25,187.96,192,72.96296296,80.44444444,46.33333333,33.77777778,71.55555556,68.51851852,33.18518519,49.22222222,41.07407407,64.22222222,60.88888889,64.62962963,66.2962963,69.25925926,57.59259259,66.92592593,53.25925926,80.40740741,72.85185185,65.48148148,82.14814815,60.62962963,74.51851852,70.07407407,49.85185185,54.7037037,40,72.59259259,76.2962963,72.51851852,9.962962963,15.77777778,17.33333333,12.07407407,13
Donny van de Beek,Ajax,AJA,Netherlands Eredivisie,19,185.42,168,66.5,82.33333333,58.66666667,62.5,55,70.83333333,56.33333333,68.33333333,63.33333333,59.66666667,62.33333333,73.83333333,58,65,65.33333333,59.66666667,57,66.5,61.33333333,61.33333333,63.83333333,60.66666667,62.66666667,58.66666667,61.33333333,72.66666667,54.66666667,40.33333333,53,43.66666667,6.666666667,11.66666667,7.666666667,9.666666667,13.66666667
Ruud Boymans,FC Utrecht,UTR,Netherlands Eredivisie,27,190.5,194,67.4,71.73333333,46.8,70.33333333,75.86666667,59,63.06666667,56.93333333,50.8,36.46666667,35.46666667,59.33333333,53.06666667,55.13333333,55.8,67,55.4,74.53333333,65.8,68.6,82.93333333,64.8,65.93333333,30.86666667,68.93333333,52.6,65.6,20.53333333,23,18.8,7.466666667,13.6,17.86666667,11,14.46666667
Simon Tibbling,FC Groningen,GRO,Netherlands Eredivisie,22,172.72,168,63.9,75.8,63.26666667,41.9,53.43333333,67.9,40.7,68.9,62.96666667,40.1,67.03333333,69,73.43333333,69.8,85.93333333,63.7,86.8,53.16666667,64.66666667,60.96666667,43,56,42.4,44.73333333,41.63333333,68.06666667,52.63333333,56.66666667,54.8,49.76666667,12.1,14.1,11.1,8.1,13.1
Sergio Padt,FC Groningen,GRO,Netherlands Eredivisie,26,198.12,203,68.31578947,74.63157895,19.63157895,17.21052632,18.94736842,35,18.31578947,20.15789474,17.78947368,18.73684211,45.52631579,34.42105263,45.68421053,48.36842105,43.94736842,63.73684211,34.15789474,40.47368421,70.42105263,46,73.63157895,20.31578947,25.10526316,21.73684211,14.73684211,26.52631579,32.15789474,15.21052632,15.94736842,15.84210526,72.84210526,64.63157895,69.26315789,64.57894737,72.10526316
Renato Ibarra,Vitesse,VIT,Netherlands Eredivisie,25,170.18,154,71.86363636,76.36363636,69.68181818,60.95454545,46.18181818,66.54545455,63.04545455,75.95454545,59.18181818,60.18181818,57.09090909,73.22727273,87.86363636,86.09090909,79.22727273,65.77272727,76.54545455,66.95454545,68.40909091,77.45454545,69.5,64.31818182,60.22727273,40.63636364,69.45454545,64.59090909,61.36363636,40.81818182,44.72727273,36.72727273,5.181818182,8.181818182,13.18181818,12.18181818,7.181818182
Alexander Soerloth,FC Groningen,GRO,Netherlands Eredivisie,21,193.04,198,60,71.65217391,47.69565217,60.73913043,58,56.08695652,58.30434783,57.56521739,54,44,48.30434783,59.17391304,71.60869565,70.39130435,54.86956522,54.30434783,53.91304348,61.2173913,62,61.52173913,69.73913043,59.82608696,44.60869565,21.95652174,54.95652174,46.47826087,53.43478261,22.43478261,20.30434783,20.30434783,14.30434783,11.30434783,7.304347826,14.30434783,7.304347826
Desevio Payne,FC Groningen,GRO,Netherlands Eredivisie,21,182.88,161,60.42857143,72,56,31.42857143,50.28571429,44.71428571,28.42857143,62.42857143,32.42857143,37.42857143,38,43.42857143,67.57142857,75,56,54.85714286,56,35.42857143,55,65,56.28571429,34.42857143,59.42857143,58.14285714,45.42857143,41.42857143,40.42857143,59.14285714,68.28571429,70.71428571,15.42857143,6.428571429,9.428571429,12.42857143,9.428571429
Freek Heerkens,Willem II,WII,Netherlands Eredivisie,27,182.88,168,62.44444444,65.77777778,54.22222222,22.22222222,53.55555556,62,22.55555556,40.88888889,21.55555556,26.55555556,53.22222222,45.11111111,63,68.88888889,44,61.55555556,58,38.55555556,67,64,73,22.55555556,60.55555556,68.77777778,20.55555556,49.55555556,42.55555556,65.22222222,65.22222222,66.77777778,15.55555556,15.55555556,14.55555556,7.555555556,9.555555556
Kostas Lamprou,Willem II,WII,Netherlands Eredivisie,25,175.26,141,65.5625,74.75,16.5625,19.1875,15.9375,34.9375,21.5625,16.9375,19.1875,16.8125,37.5625,32.9375,51.1875,47.875,59.5625,63.75,60,42.1875,73,41.9375,44,19.1875,44.125,14.4375,14.4375,33,29.1875,15.4375,16.125,15.875,67.8125,58.4375,68.375,60.9375,73.9375
Miquel Nelom,Feyenoord,FEY,Netherlands Eredivisie,26,175.26,152,67.5,74.5,69.05555556,45.16666667,56.61111111,61.33333333,58,69.38888889,61.77777778,67.16666667,61.94444444,67.77777778,79.22222222,79.11111111,79.88888889,65.27777778,77.83333333,73.5,81.44444444,73.11111111,63.83333333,69.66666667,70.16666667,63.5,61.11111111,62.72222222,52,67.22222222,67.94444444,68.5,10.16666667,7.166666667,11.16666667,6.166666667,14.16666667
Bart Biemans,Roda,ROD,Netherlands Eredivisie,28,182.88,187,65.26666667,67.53333333,30.2,37.13333333,73.13333333,54.33333333,24.06666667,45,37,21.6,45.46666667,56,49.26666667,55.53333333,54.4,62.33333333,61.53333333,42.4,72.33333333,68.66666667,74.13333333,40,63.66666667,58.33333333,26.53333333,41,50.26666667,67.73333333,64.8,63.53333333,8.933333333,11.46666667,13.33333333,11.46666667,13.2
Bram Castro,Heracles,HER,Netherlands Eredivisie,34,190.5,183,65.66666667,67.08333333,22,13.5,27.25,26.25,21.75,19.5,22.25,25.75,40.83333333,35.25,48.91666667,46.25,49,64.25,41.5,25.25,68.5,39.41666667,64.41666667,23.25,32.75,26.41666667,19.58333333,40,29.75,21,13,21.75,64.08333333,65.75,68.58333333,66.5,66.58333333
Lex Immers,Feyenoord,FEY,Netherlands Eredivisie,30,187.96,170,69.29032258,70.48387097,61.93548387,66.58064516,77.41935484,70.41935484,67.25806452,65.19354839,43.90322581,49.51612903,65.80645161,67.5483871,61.5483871,56.4516129,59.74193548,69.80645161,58.70967742,78.22580645,77.74193548,83.90322581,77.83870968,68.38709677,79.4516129,59.58064516,74.90322581,69.67741935,68.12903226,52,63.96774194,58.29032258,10.06451613,8.774193548,20.12903226,11.29032258,16.32258065
Ugur Inceman,Roda,ROD,Netherlands Eredivisie,35,182.88,176,68.77777778,71.16666667,64,55.16666667,59.66666667,73.55555556,57.44444444,59.88888889,58.44444444,63.27777778,71.33333333,72.55555556,56.38888889,66.27777778,66,70.33333333,55.33333333,70.55555556,56,67.77777778,71.77777778,67.94444444,70.38888889,67.77777778,67.5,64.55555556,56.5,63.27777778,66.33333333,56.77777778,8,10.38888889,28.66666667,12.5,8.833333333
Peter van Ooijen,Heracles,HER,Netherlands Eredivisie,24,177.8,148,64.8,73.2,70.1,58.1,56.1,73.1,39.1,65.1,52.1,52.1,68.2,71.1,65,68.4,64.4,62.3,68,65.5,66.6,61.8,61,66.7,44.1,60.3,50.2,60.1,58.1,63.1,65.1,63.8,14.1,10.1,10.1,8.1,6.1
Marvelous Nakamba,Vitesse,VIT,Netherlands Eredivisie,22,177.8,157,61.5625,68.625,45.4375,35.75,54.6875,62.4375,40.4375,60.4375,42.1875,36.4375,58,61,74.1875,70.6875,68.75,59.625,72.75,60.3125,64.875,69.25,67.75,53.5625,73.3125,61.6875,56.8125,55.5625,40.4375,47.125,59.9375,61.75,8.4375,14.4375,9.4375,14.4375,7.4375
Martijn van der Laan,Cambuur,CAM,Netherlands Eredivisie,28,175.26,165,65.45454545,67.09090909,60,44.36363636,58,64,21,66,53.36363636,62.36363636,58.63636364,61.54545455,74,68.90909091,60,66,70,68.36363636,66.36363636,69.18181818,69.81818182,53.36363636,67.90909091,65.09090909,33.36363636,43.90909091,57.90909091,67.72727273,64.09090909,65.09090909,6.363636364,7.363636364,13.36363636,9.363636364,11.36363636
Stefano Marzo,SC Heerenveen,HEE,Netherlands Eredivisie,25,180.34,159,64.8,70.73333333,66.33333333,21.33333333,58.73333333,62.13333333,28.33333333,60,29.46666667,39.33333333,55.33333333,63.4,74.46666667,74.53333333,60.06666667,59.53333333,71.6,41.33333333,72.46666667,65.86666667,61.46666667,20.93333333,61.86666667,64.53333333,44.6,35.33333333,44.33333333,66.33333333,65.26666667,65.8,6.333333333,10.33333333,5.333333333,13.33333333,13.33333333
Joost van Aken,SC Heerenveen,HEE,Netherlands Eredivisie,22,193.04,165,64.14285714,74.42857143,34.42857143,24.57142857,65.57142857,62.57142857,32.28571429,55.28571429,26.14285714,33.28571429,57.85714286,59.57142857,69.14285714,68.14285714,60.28571429,62.28571429,57.85714286,48.14285714,69.14285714,60.42857143,65.42857143,31.28571429,65.42857143,64.42857143,28.28571429,47.57142857,43.28571429,65.14285714,63.71428571,61.85714286,12.28571429,6.285714286,8.285714286,6.285714286,10.28571429
Sjoerd Overgoor,Cambuur,CAM,Netherlands Eredivisie,30,180.34,161,63.33333333,65,53.25,52.66666667,56,67,53.25,61.58333333,63.75,56,68.5,63.75,65.75,66.08333333,62.91666667,61.75,65.83333333,59.25,64.66666667,70,61.25,60.08333333,48.25,63.58333333,56.41666667,64.58333333,53.25,58,60.41666667,54.25,10.25,10.25,11.25,15.25,11.25
Wessel Dammers,Cambuur,CAM,Netherlands Eredivisie,21,185.42,154,62.54545455,72,32.18181818,63.09090909,59.54545455,46.81818182,49.18181818,59.18181818,50.18181818,39.18181818,33.18181818,64.36363636,70.09090909,68.90909091,65,55.36363636,63,72.18181818,67.36363636,46.27272727,67.81818182,65.18181818,54.27272727,24.45454545,60.36363636,48.18181818,60.18181818,46.81818182,48,47.27272727,15.18181818,7.181818182,11.18181818,9.181818182,14.18181818
Jamairo Monteiro,Cambuur,CAM,Netherlands Eredivisie,23,175.26,159,59.16666667,68.16666667,52,39.5,50,62.66666667,38,61.66666667,68.16666667,46,63.83333333,61.66666667,74.66666667,73.83333333,61,65,72,62.33333333,54,61,51,50,68.5,66,53,52,48,51,55.66666667,56.83333333,5,7,12,8,5
Nick Marsman,Twente,TWE,Netherlands Eredivisie,26,187.96,194,66.5,72,23.125,19.125,20.625,33.5625,22.1875,20.625,23.125,23.4375,21.3125,22.5625,39.5,42.75,49.25,59.375,40.8125,20.625,55,34.3125,61.4375,20.625,32.3125,20.9375,20.3125,38.8125,23.3125,18.375,22.5,23.125,67.625,65.625,69.1875,63.875,70.5625
Kamohelo Mokotjo,Twente,TWE,Netherlands Eredivisie,25,170.18,161,70.63333333,76.06666667,58.53333333,56.5,43.06666667,76.53333333,44.2,70.03333333,44.33333333,42.16666667,73.03333333,74.06666667,70.03333333,72.1,73.53333333,71.03333333,78.86666667,57,73.36666667,78.1,63.36666667,54.46666667,65.9,69.86666667,61.46666667,70.06666667,49.2,62.76666667,67.73333333,63.7,8.2,11.2,12.2,10.2,10.2
Dario Dumic,NEC Nijmegen,NEC,Netherlands Eredivisie,24,193.04,214,60.83333333,69.55555556,39.38888889,35.44444444,63.66666667,54.33333333,21.22222222,41.72222222,32.77777778,35.77777778,57.11111111,47.55555556,62.44444444,63.83333333,52.77777778,57.22222222,47.05555556,51.61111111,55.61111111,70.11111111,80.61111111,37.22222222,65.55555556,49.22222222,34.11111111,47.66666667,31.88888889,60.61111111,59.5,59.77777778,13.22222222,13.55555556,19.44444444,12.66666667,10.88888889
Lucas Woudenberg,NEC Nijmegen,NEC,Netherlands Eredivisie,22,185.42,154,63.875,72.75,65.25,28.375,50.375,59.375,48.375,58.375,48.375,38.375,63.375,55.375,74.125,72.25,60,59.125,67.75,44.375,65.5,86.625,63.625,33.375,73.5,59.875,39.375,49.375,43.375,64.5,65.5,64.375,5.375,5.375,8.375,14.375,6.375
Gregor Breinburg,NEC Nijmegen,NEC,Netherlands Eredivisie,25,172.72,157,63,69.14285714,56,51.28571429,51.14285714,66.42857143,54.71428571,65.28571429,51.57142857,53,64.42857143,62.85714286,72.71428571,72.14285714,70.28571429,59.85714286,69.42857143,57.57142857,69.42857143,62.71428571,58.28571429,56.71428571,59.28571429,46.85714286,53.71428571,63.57142857,45.42857143,47.71428571,53.71428571,52,10,9,8,10,9
Jay-Roy Grot,NEC Nijmegen,NEC,Netherlands Eredivisie,18,193.04,205,58,72,55,56,55,58,44,60,48,38,40,58,64.75,74,55,57,48,65,72,42,80.5,44,33,20,55,47,40,18,21,20,11,11,10,9,5
Bart Ramselaar,FC Utrecht,UTR,Netherlands Eredivisie,20,177.8,161,64.77777778,75.66666667,53.66666667,54.33333333,53.66666667,70.11111111,63.66666667,69.22222222,62.66666667,51.66666667,65.66666667,68.11111111,75.55555556,74.66666667,72.66666667,61.77777778,70.44444444,58.66666667,50.88888889,63.11111111,50.22222222,51,49.88888889,40.33333333,61.88888889,64.55555556,57.66666667,50,52.33333333,53,6.666666667,9.666666667,14.66666667,11.66666667,11.66666667
Danny Hoesen,FC Groningen,GRO,Netherlands Eredivisie,25,185.42,179,68.17391304,74.73913043,55.56521739,68.91304348,58.2173913,64.04347826,70.08695652,74.2173913,69.17391304,54.69565217,50.60869565,71.95652174,77.60869565,77.65217391,77.7826087,67.65217391,66.52173913,69.47826087,71.52173913,64,64.56521739,62.47826087,44.52173913,26.17391304,62.47826087,59.43478261,53.30434783,20.86956522,21.39130435,22.82608696,14.13043478,13.47826087,15.04347826,10,10
Jelle van der Heyden,Twente,TWE,Netherlands Eredivisie,21,180.34,163,58.4,70.8,43.6,48.2,40.8,63,53.2,58,59.4,42.4,59,63.8,63.8,62.6,56,56.8,55.8,55.6,61,61.2,56.8,60.4,69.4,48.6,49,61.2,43.4,47,50.6,50.8,11.4,11.4,10.4,9.4,14.4
Thulani Serero,Ajax,AJA,Netherlands Eredivisie,26,165.1,137,73.45454545,77.54545455,56.78787879,62.21212121,45.42424242,77.3030303,60.06060606,76.27272727,65.09090909,54.6969697,67.57575758,80.81818182,85.06060606,82.87878788,85.39393939,72.6969697,90.42424242,55.21212121,81.06060606,81.42424242,37.66666667,50.87878788,52.6969697,57.42424242,71.21212121,73.15151515,47.93939394,42.3030303,48.72727273,30.18181818,6.090909091,13.09090909,13.09090909,11.09090909,9.090909091
Dario Vujicevic,Heracles,HER,Netherlands Eredivisie,26,180.34,163,66.31578947,71.94736842,61.31578947,60.63157895,41.47368421,66.31578947,60.84210526,71.05263158,68.94736842,65.15789474,62.31578947,70.73684211,69.47368421,65.42105263,74.36842105,65.36842105,69.21052632,67.10526316,68.05263158,63.31578947,59.47368421,64.63157895,38.31578947,51.78947368,62.47368421,68,59.36842105,36.21052632,40.21052632,39.52631579,13.57894737,13.21052632,18.52631579,14.89473684,14.89473684
Hannes Thor Halldorsson,NEC Nijmegen,NEC,Netherlands Eredivisie,32,193.04,192,61.55555556,62.66666667,21.88888889,17.44444444,17.88888889,35.44444444,17.88888889,18.33333333,18.77777778,19.66666667,25.44444444,21,26.77777778,48,25,59.55555556,59,47.44444444,66,39.66666667,65,19.22222222,20.44444444,19.66666667,17.88888889,23.66666667,40.44444444,18.77777778,21.88888889,20.55555556,62.55555556,58.88888889,54.33333333,61.55555556,65.88888889
Albert Rusnak,FC Groningen,GRO,Netherlands Eredivisie,22,180.34,143,66.88461538,74.80769231,51.57692308,51.69230769,38.19230769,68.15384615,53.80769231,68.11538462,53.03846154,68.88461538,67.61538462,69.92307692,79.96153846,74.34615385,84,55.61538462,73.84615385,63.92307692,61,70.07692308,31.38461538,66.53846154,42.03846154,25.19230769,61.96153846,68.30769231,53.19230769,34.19230769,35.73076923,40.57692308,9.192307692,6.192307692,15.19230769,12.19230769,6.192307692
Rens van Eijden,NEC Nijmegen,NEC,Netherlands Eredivisie,28,187.96,179,66.64705882,72.52941176,28.11764706,21.29411765,66.88235294,49.47058824,17.47058824,44.29411765,27,32,48,56.41176471,54.11764706,50.88235294,54.29411765,62.58823529,55.76470588,47.41176471,68.82352941,62.82352941,77.88235294,23,70.23529412,66.94117647,40.35294118,55.82352941,44.23529412,67.70588235,66.94117647,63.41176471,12.64705882,11.41176471,19.05882353,14.23529412,12.82352941
Andres Guardado,PSV Eindhoven,PSV,Netherlands Eredivisie,30,170.18,148,79.17647059,82.47058824,80.5,65.55882353,54.73529412,77.29411765,68.94117647,81.14705882,70.20588235,75.58823529,71.23529412,81.64705882,85.88235294,83.70588235,84.94117647,79.85294118,81,78.08823529,69.32352941,84.14705882,59.41176471,76.26470588,60.35294118,70.02941176,71.70588235,77.02941176,71.64705882,63.26470588,67.11764706,63.52941176,6.470588235,11.11764706,19.17647059,12.17647059,11.20588235
Abiola Dauda,Vitesse,VIT,Netherlands Eredivisie,28,180.34,165,65.5,68.6875,44.375,71,53.8125,55.3125,59.625,64.5625,47.8125,41.3125,44.1875,63,80.0625,82.125,70.5625,61.5,69.1875,74.4375,66.0625,61,63.625,62.5625,57.875,37.5625,61.4375,51.75,47.0625,32.8125,35.125,24.5625,13.6875,16.1875,15.4375,13.9375,14.6875
Rochdi Achenteh,Vitesse,VIT,Netherlands Eredivisie,28,165.1,139,66,68.47619048,58.52380952,49.0952381,46.80952381,71.28571429,46.80952381,67.42857143,73.23809524,65.71428571,68.28571429,66.66666667,68.85714286,70.33333333,65.9047619,59.33333333,78.57142857,59.71428571,53.66666667,80.19047619,49.71428571,53.71428571,73.85714286,68.19047619,54,66.14285714,58.95238095,65.76190476,67.52380952,63.23809524,7.142857143,14.14285714,8.142857143,13.14285714,5.142857143
Rasmus Lindgren,FC Groningen,GRO,Netherlands Eredivisie,32,180.34,165,68.27272727,70.54545455,62.22727273,55.18181818,64.13636364,70.09090909,68.13636364,62.27272727,74.40909091,71.77272727,65.09090909,69.72727273,58.36363636,56.13636364,65.27272727,68.95454545,69.59090909,77.36363636,66.27272727,75.63636364,72.27272727,72.5,69.40909091,71.72727273,64.77272727,66.36363636,67.22727273,62.45454545,67.72727273,69.90909091,7.5,12.59090909,22.45454545,15.86363636,10.27272727
Guram Kashia,Vitesse,VIT,Netherlands Eredivisie,29,185.42,179,73.47619048,75.19047619,50.38095238,21.0952381,74.52380952,68.76190476,17.19047619,57.0952381,38.57142857,38.23809524,66.23809524,65.14285714,54.23809524,64.28571429,56.04761905,66.57142857,59.52380952,38.14285714,76,77.42857143,79.57142857,19.66666667,80.33333333,75.23809524,28.66666667,49.95238095,53.9047619,74.57142857,72.52380952,71.38095238,8.238095238,12.23809524,7.238095238,12.23809524,5.238095238
Jop van der Linden,AZ Alkmaar,ALK,Netherlands Eredivisie,26,187.96,163,66.14285714,69.28571429,60.64285714,32.21428571,66.64285714,61.5,28.64285714,44.5,75.78571429,76.64285714,58.35714286,58.71428571,48.71428571,44.35714286,42.5,61.64285714,36.92857143,75.78571429,42,62.21428571,76,51.14285714,70.42857143,65.21428571,35.21428571,55.07142857,65.85714286,66.57142857,68.42857143,65.78571429,7.214285714,13.21428571,12.21428571,10.21428571,6.214285714
Terell Ondaan,Willem II,WII,Netherlands Eredivisie,23,170.18,159,67,75.66666667,63.5,55.25,65.5,52.25,47.25,74,70.25,43.25,43.25,65,91,85.66666667,85,61.25,76.66666667,74.75,86.25,64.66666667,63.5,69,56.25,33.75,61.25,53.25,51.25,23.5,20.25,28.25,8.25,11.25,12.25,7.25,5.25
Lasse Schoene,Ajax,AJA,Netherlands Eredivisie,30,175.26,165,73.6,75.575,69.525,68.9,54.75,77.65,71.175,74.2,78.725,74.8,71.625,79.375,72.175,67.425,77.5,71.4,75.2,74.25,49.2,72.85,62.5,73.225,45.15,55.7,71.25,77.2,73.225,46.275,50.075,43.2,14.05,16.3,16.5,12.9,12.05
Nemanja Gudelj,Ajax,AJA,Netherlands Eredivisie,25,187.96,192,69.61290323,76.41935484,61.93548387,53.61290323,68.16129032,73.16129032,58.29032258,62.22580645,54.77419355,52.4516129,70.64516129,66.74193548,65.41935484,67.80645161,64.41935484,71.19354839,69.96774194,74.87096774,76.80645161,81.58064516,71.77419355,65.22580645,74.77419355,67.90322581,62.70967742,66.64516129,61.16129032,60.32258065,68.06451613,68.67741935,7.419354839,11.38709677,12.4516129,14.09677419,12.29032258
Anwar El-Ghazi,Ajax,AJA,Netherlands Eredivisie,21,187.96,192,74.5,84.16666667,77.08333333,70.5,70.91666667,61.58333333,66.16666667,81.91666667,71.66666667,65.5,53.41666667,77.41666667,77.83333333,83.66666667,73.16666667,68.91666667,54.5,79.41666667,68.08333333,68,77.66666667,72.16666667,54.41666667,24.5,71.91666667,63.66666667,62.41666667,22.91666667,23.33333333,20.25,12.41666667,8.416666667,6.416666667,13.41666667,10.41666667
Diederik Boer,Ajax,AJA,Netherlands Eredivisie,36,193.04,198,68,68.38461538,18.38461538,15.46153846,15.46153846,33.53846154,23.30769231,17.76923077,16.53846154,16.53846154,21.15384615,28.15384615,31,44.23076923,36,65.30769231,41,27.15384615,45,43.07692308,67.38461538,19,44,22.15384615,17.76923077,25.07692308,45.15384615,17.15384615,17.15384615,16.53846154,67.69230769,66.07692308,63.84615385,69.38461538,71.30769231
Kevin Conboy,FC Utrecht,UTR,Netherlands Eredivisie,29,185.42,170,64.33333333,67.07407407,63.7037037,37.40740741,59.11111111,61.11111111,42,53.48148148,62.07407407,58.88888889,55.51851852,56.2962963,70.51851852,67.37037037,71.62962963,67.03703704,65.77777778,66.81481481,71.51851852,70.07407407,70.48148148,46.62962963,80.03703704,57.51851852,53.2962963,53.40740741,38.62962963,65.51851852,65.81481481,65.14814815,10.62962963,10.59259259,20.40740741,8.962962963,11.40740741
Willem Janssen,FC Utrecht,UTR,Netherlands Eredivisie,30,185.42,165,69.11111111,72,64.16666667,60.61111111,62.77777778,72,59.11111111,65.55555556,44.22222222,39.77777778,66.5,70.27777778,65.83333333,70.16666667,65.38888889,68.88888889,67.33333333,65.72222222,66.61111111,84.27777778,71.33333333,57.72222222,68.88888889,65.38888889,73,71.22222222,69.38888889,55.88888889,57.77777778,53.05555556,5.944444444,11.44444444,26.61111111,15.77777778,12.16666667
Thomas Kotte,Vitesse,VIT,Netherlands Eredivisie,20,182.88,170,59,69,33,33,64,63,38,41,70,72,69,56,59,64,50,51,62,76,64,62,63,63,32,60,24,59,45,61,62,64,15,12,15,14,13
Jordan Rolly Botaka,Excelsior,EXC,Netherlands Eredivisie,23,182.88,161,66.33333333,74.41666667,63.75,56.25,57.41666667,58.41666667,58.41666667,77.08333333,67.41666667,44.41666667,43.41666667,66.25,87.75,83,75,52.58333333,70,62.41666667,79,64,65.83333333,66.41666667,55.41666667,25.83333333,60.41666667,53.41666667,55.41666667,21.25,22.41666667,21.41666667,11.41666667,14.41666667,11.41666667,14.41666667,9.416666667
Georgiy Zhukov,Roda,ROD,Netherlands Eredivisie,22,172.72,154,60.28571429,70.57142857,56.57142857,48.71428571,48.42857143,65.14285714,49,64.71428571,48.85714286,50,61,63.85714286,72.28571429,68.71428571,76,54.57142857,78.71428571,54,70.42857143,59.14285714,53.14285714,52,53,53.71428571,50.71428571,60,45,44.85714286,43.57142857,44.57142857,10,15,13,12,14
Brahim Darri,Heracles,HER,Netherlands Eredivisie,22,180.34,150,64.15789474,74.94736842,55.89473684,63.42105263,44.26315789,57.36842105,63.57894737,72.26315789,64.21052632,40.26315789,43.26315789,67.52631579,75.15789474,76.89473684,76.84210526,62.05263158,74.89473684,66.21052632,65.68421053,54.63157895,53.63157895,60.57894737,28.26315789,22.63157895,60.89473684,46.42105263,63.42105263,25.26315789,20.52631579,22.26315789,11.26315789,13.26315789,13.26315789,14.26315789,6.263157895
Tim Breukers,Heracles,HER,Netherlands Eredivisie,29,177.8,168,65.66666667,68.61904762,60.9047619,41.0952381,60.28571429,64.0952381,47.9047619,59.38095238,53.19047619,45.19047619,61.47619048,61.61904762,67.80952381,70.42857143,66.14285714,65.42857143,66.28571429,61.95238095,68.76190476,80.80952381,64.85714286,48.19047619,64.23809524,62.95238095,53.76190476,57.66666667,45.52380952,64.80952381,66.19047619,68.33333333,6.333333333,15.52380952,23.80952381,14.71428571,12.28571429
Ruben Schaken,ADO Den Haag,HAA,Netherlands Eredivisie,34,172.72,163,70.95652174,71.47826087,75.30434783,64.73913043,43.65217391,63.30434783,56,73.65217391,65.73913043,54,41.30434783,70.56521739,83.17391304,80.82608696,73.65217391,70.30434783,77.13043478,66.65217391,63.2173913,70.08695652,69.26086957,60,62.43478261,33.86956522,67.69565217,57.73913043,50.26086957,23.86956522,25.34782609,23.47826087,9.652173913,10.95652174,9.913043478,9.217391304,10.95652174
Vytautas Andriuskevicius,Cambuur,CAM,Netherlands Eredivisie,26,187.96,176,59.76,65.04,44.88,28.56,62.44,55.72,25.12,48.8,30.24,44.76,59.2,51.32,66.64,69.44,55.56,58.28,58.64,48.48,63.84,66.08,78.4,37.68,67.76,59.36,32.72,37.12,33.12,62.68,62.04,59,8.2,10.2,13.2,15.2,10.2
Nathan,Vitesse,VIT,Netherlands Eredivisie,20,177.8,161,71.5,84.5,53,65,41,72,62,85,60,64,70.5,79,88,83,77,61.75,78,66,61,68,67,61,47.75,20,58,65,59,24,21,26,10,12,10,9,15
Jerry St. Juste,SC Heerenveen,HEE,Netherlands Eredivisie,20,185.42,157,63.75,77.41666667,31.33333333,27.33333333,65.83333333,48.33333333,35.33333333,61.33333333,34.33333333,27.33333333,43,62.08333333,82,77.58333333,66.58333333,50.16666667,53,50.66666667,85.33333333,58.66666667,60,26.33333333,56.66666667,66.66666667,27.16666667,37,58.33333333,64,68.66666667,66.16666667,11.33333333,13.33333333,8.333333333,12.33333333,10.33333333
Alireza Jahanbakhsh,AZ Alkmaar,ALK,Netherlands Eredivisie,23,180.34,165,65.2,76,60.13333333,57.2,40.46666667,57.46666667,61,74.13333333,55.73333333,46,50.93333333,68,79.33333333,75.86666667,76.6,53.6,71.2,67.4,50.66666667,60.33333333,65.4,51.4,59.53333333,23,52.4,64.26666667,52,23.93333333,30.93333333,36.66666667,13,11,9,7,7
